id,time,amt,cmt,dv,c,ID,evid,ss,ii,addl,rate,lagt,mode,dur2,rat2,bioav,dv,cp,mdv
1,45,0,2,0,.,5,0,0,0,0,0,0,0,2,10,0.412,.,3307.94174752183,1
1,46,0,2,0,.,5,0,0,0,0,0,0,0,2,10,0.412,.,3199.494517659697,1
1,47,0,2,0,.,5,0,0,0,0,0,0,0,2,10,0.412,.,3094.602610884369,1
1,48,0,2,0,.,5,0,0,0,0,0,0,0,2,10,0.412,.,2993.149469841014,1
1,49,0,2,0,.,5,0,0,0,0,0,0,0,2,10,0.412,.,2895.022358379408,1
1,50,0,2,0,.,5,0,0,0,0,0,0,0,2,10,0.412,.,2800.112236279952,1
1,51,0,2,0,.,5,0,0,0,0,0,0,0,2,10,0.412,.,2708.313638086644,1
1,52,0,2,0,.,5,0,0,0,0,0,0,0,2,10,0.412,.,2619.5245559123978,1
1,53,0,2,0,.,5,0,0,0,0,0,0,0,2,10,0.412,.,2533.646326086448,1
1,54,0,2,0,.,5,0,0,0,0,0,0,0,2,10,0.412,.,2450.583519517895,1
1,55,0,2,0,.,5,0,0,0,0,0,0,0,2,10,0.412,.,2370.243835653568,1
1,56,0,2,0,.,5,0,0,0,0,0,0,0,2,10,0.412,.,2292.537999912356,1
1,57,0,2,0,.,5,0,0,0,0,0,0,0,2,10,0.412,.,2217.379664482047,1
1,58,0,2,0,.,5,0,0,0,0,0,0,0,2,10,0.412,.,2144.685312368424,1
1,59,0,2,0,.,5,0,0,0,0,0,0,0,2,10,0.412,.,2074.37416459002,1
1,60,0,2,0,.,5,0,0,0,0,0,0,0,2,10,0.412,.,2006.368090415377,1
1,61,0,2,0,.,5,0,0,0,0,0,0,0,2,10,0.412,.,1940.59152054309,1
1,62,0,2,0,.,5,0,0,0,0,0,0,0,2,10,0.412,.,1876.971363128134,1
1,63,0,2,0,.,5,0,0,0,0,0,0,0,2,10,0.412,.,1815.436922561189,1
1,64,0,2,0,.,5,0,0,0,0,0,0,0,2,10,0.412,.,1755.919820910686,1
1,65,0,2,0,.,5,0,0,0,0,0,0,0,2,10,0.412,.,1698.353921940296,1
1,66,0,2,0,.,5,0,0,0,0,0,0,0,2,10,0.412,.,1642.675257617414,1
1,67,0,2,0,.,5,0,0,0,0,0,0,0,2,10,0.412,.,1588.82195703099,1
1,68,0,2,0,.,5,0,0,0,0,0,0,0,2,10,0.412,.,1536.734177639704,1
1,69,0,2,0,.,5,0,0,0,0,0,0,0,2,10,0.412,.,1486.354038774096,1
1,70,0,2,0,.,5,0,0,0,0,0,0,0,2,10,0.412,.,1437.625557318761,1
1,71,0,2,0,.,5,0,0,0,0,0,0,0,2,10,0.412,.,1390.494585503123,1
1,72,0,2,0,.,5,0,0,0,0,0,0,0,2,10,0.412,.,1344.908750731674,1
